pol_id,election_date,cand_id,race_id,race_type,office_name,state_postal,seat_num,seat_name,first_name,middle_name,last_name,suffix,abbrv,party
501,2014-11-04,18040,13676,General,Governor,ID,,,Butch,,Otter,,,GOP
50190,2014-11-04,44430,37036,General,U.S. House,OK,,,Bert,,Smith,,,Dem
50193,2012-11-06,51920,46760,General,U.S. Senate,VT,,,Peter,,Moss,,,Ind
50215,2012-11-06,6494,48020,General,U.S. House,WA,,,Dave,,Reichert,,,GOP
50215,2014-11-04,6494,48020,General,U.S. House,WA,,,Dave,,Reichert,,,GOP
50215,2016-11-08,6494,48020,General,U.S. House,WA,,,Dave,,Reichert,,,GOP
50365,2012-11-06,42418,35391,General,U.S. House,NC,,,Patsy,,Keever,,,Dem
504,2012-11-06,17591,13254,General,U.S. House,ID,,,Mike,,Simpson,,,GOP
504,2014-11-04,17591,13254,General,U.S. House,ID,,,Mike,,Simpson,,,GOP
504,2016-11-08,17591,13254,General,U.S. House,ID,,,Mike,,Simpson,,,GOP
50403,2012-11-06,18880,5699,General,U.S. House,CA,,,Jerry,,McNerney,,McNerny,Dem
50403,2014-11-04,18880,5699,General,U.S. House,CA,,,Jerry,,McNerney,,McNerny,Dem
50403,2016-11-08,18880,5699,General,U.S. House,CA,,,Jerry,,McNerney,,McNerny,Dem
50418,2012-11-06,23727,20050,General,U.S. House,LA,,,Charles,,Boustany,,,GOP
50418,2014-11-04,23727,20050,General,U.S. House,LA,,,Charles,,Boustany,,,GOP
50418,2016-11-08,24378,19932,General,U.S. Senate,LA,,,Charles,,Boustany,,,GOP
50430,2012-11-06,7520,26029,General,U.S. House,MO,,,Randy,,Langkraehr,,Lngkrhr,Lib
50436,2012-11-06,7534,26033,General,U.S. House,MO,,,Kevin,,Craig,,,Lib
50436,2014-11-04,8344,26033,General,U.S. House,MO,,,Kevin,,Craig,,,Lib
50496,2014-11-04,51369,47019,General,U.S. House,VA,,,William,,Redpath,,,Lib
50522,2012-11-06,37785,31218,General,U.S. House,NJ,,,Dennis,,Breen,,,Ind
50533,2012-11-06,49492,39008,General,U.S. House,PA,,,John,,Featherman,,Fethrmn,GOP
50640,2012-11-06,23760,20053,General,U.S. House,LA,,,Rufus,,Craig,,,Lib
50640,2014-11-04,23884,20053,General,U.S. House,LA,,,Rufus,,Craig,,,Lib
50651,2012-11-06,32105,24356,General,U.S. House,MA,,,Tom,,Tierney,,,GOP
50666,2012-11-06,23745,20048,General,U.S. House,LA,,,Vinny,,Mendoza,,,Dem
50666,2014-11-04,23971,20048,General,U.S. House,LA,,,Vinny,,Mendoza,,,Dem
50666,2016-11-08,24364,19932,General,U.S. Senate,LA,,,Vinny,,Mendoza,,,Dem
50681,2012-11-06,25064,15992,General,U.S. House,IL,,,Dan,,Lipinski,,,Dem
50681,2014-11-04,25743,15992,General,U.S. House,IL,,,Dan,,Lipinski,,,Dem
50681,2016-11-08,25743,15992,General,U.S. House,IL,,,Dan,,Lipinski,,,Dem
508,2014-11-04,54525,51677,General,U.S. Senate,WY,,,Mike,,Enzi,,,GOP
50844,2014-11-04,19826,5716,General,U.S. House,CA,,,Jeff,,Gorell,,,GOP
50853,2012-11-06,18699,5727,General,U.S. House,CA,,,Karen,,Bass,,,Dem
50853,2014-11-04,18699,5727,General,U.S. House,CA,,,Karen,,Bass,,,Dem
50853,2016-11-08,18699,5727,General,U.S. House,CA,,,Karen,,Bass,,,Dem
50902,2012-11-06,18800,7296,General,U.S. House,CA,,,Scott,,Peters,,,Dem
50902,2014-11-04,18800,7296,General,U.S. House,CA,,,Scott,,Peters,,,Dem
50902,2016-11-08,18800,7296,General,U.S. House,CA,,,Scott,,Peters,,,Dem
50921,2016-11-08,20742,11003,General,U.S. Senate,GA,,,Allen,,Buckley,,,Lib
50937,2016-11-08,24421,20053,General,U.S. House,LA,,,Richard,,Fontanesi,,Fontanes,Lib
51086,2012-11-06,44459,36043,General,U.S. House,OH,,,Pat,,Lang,,,Dem
51087,2014-11-04,45139,36025,General,U.S. House,OH,,,Jennifer,,Garrison,,,Dem
51149,2012-11-06,56289,49136,General,Governor,WV,,,Jesse,,Johnson,,,Mnt
51160,2012-11-06,29391,21757,General,U.S. House,MD,,,Bob,,Auerbach,,Auerbch,Grn
51178,2012-11-06,49228,39015,General,U.S. House,PA,,,Mike,,Fitzpatrick,,Fitzptrck,GOP
51178,2014-11-04,49228,39015,General,U.S. House,PA,,,Mike,,Fitzpatrick,,Fitzptrck,GOP
51190,2016-11-08,38662,31223,General,U.S. House,NJ,,,Edward,,Forchion,,,Ind
51192,2012-11-06,37764,31545,General,U.S. Senate,NJ,,,Daryl,,Brooks,,,Ind
513,2012-11-06,6024,2015,General,U.S. House,AK,,,Don,,Young,,,GOP
513,2014-11-04,6024,2015,General,U.S. House,AK,,,Don,,Young,,,GOP
513,2016-11-08,6024,2015,General,U.S. House,AK,,,Don,,Young,,,GOP
51346,2016-11-08,5323,38808,General,U.S. Senate,OR,,,Jim,,Lindsay,,,Lib
51349,2012-11-06,35619,30992,General,U.S. House,NV,,,Joseph,,Silvestri,,,Lib
51351,2012-11-06,6141,2015,General,U.S. House,AK,,,Ted,,Gianoutsos,,Gianotss,NPD
51351,2014-11-04,6398,3079,General,U.S. Senate,AK,,,Ted,,Gianoutsos,,Gianotss,NPA
51351,2016-11-08,6645,2933,General,U.S. Senate,AK,,,Ted,,Gianoutsos,,Gianotss,NPA
51356,2012-11-06,9010,4173,General,U.S. House,AZ,,,Powell,,Gammill,,,Lib
51356,2014-11-04,9358,4173,General,U.S. House,AZ,,,Powell,,Gammill,,,Lib
51416,2012-11-06,18677,5696,General,U.S. House,CA,,,Doris,,Matsui,,,Dem
51416,2014-11-04,18677,5696,General,U.S. House,CA,,,Doris,,Matsui,,,Dem
51416,2016-11-08,18677,5696,General,U.S. House,CA,,,Doris,,Matsui,,,Dem
51418,2016-11-08,38619,31226,General,U.S. House,NJ,,,Hector,,Castillo,,,GOP
51423,2012-11-06,51256,47806,General,U.S. Senate,VA,,,Timothy,,Kaine,,,Dem
51431,2012-11-06,21617,17071,General,U.S. House,IA,,,Bruce,,Braley,,,Dem
51431,2014-11-04,22080,17062,General,U.S. Senate,IA,,,Bruce,,Braley,,,Dem
51511,2016-11-08,21328,15029,General,U.S. House,IN,,,Barry,,Welsh,,,Dem
51522,2012-11-06,4638,18009,General,U.S. House,KY,,,John,,Yarmuth,,,Dem
51522,2014-11-04,4638,18009,General,U.S. House,KY,,,John,,Yarmuth,,,Dem
51522,2016-11-08,4638,18009,General,U.S. House,KY,,,John,,Yarmuth,,,Dem
51523,2012-11-06,4731,18013,General,U.S. House,KY,,,Kenneth,,Stepp,,,Dem
51523,2014-11-04,5095,18013,General,U.S. House,KY,,,Kenneth,,Stepp,,,Dem
51525,2016-11-08,22637,17246,General,U.S. Senate,IA,,,Charles,,Aldrich,,,Lib
51526,2012-11-06,31869,24004,General,U.S. Senate,MN,,,Amy,,Klobuchar,,Klobuchr,Dem
51531,2012-11-06,31093,24007,General,U.S. House,MN,,,Tim,,Walz,,,Dem
51531,2014-11-04,31093,24007,General,U.S. House,MN,,,Tim,,Walz,,,Dem
51531,2016-11-08,31093,24007,General,U.S. House,MN,,,Tim,,Walz,,,Dem
51537,2012-11-06,21619,17072,General,U.S. House,IA,,,Dave,,Loebsack,,,Dem
51537,2014-11-04,21619,17072,General,U.S. House,IA,,,Dave,,Loebsack,,,Dem
51537,2016-11-08,21619,17072,General,U.S. House,IA,,,Dave,,Loebsack,,,Dem
51566,2014-11-04,31312,28006,General,Governor,NE,,,Pete,,Ricketts,,,GOP
51584,2012-11-06,37783,31212,General,U.S. House,NJ,,,Herbert,,Tarbous,,,Ind
51597,2012-11-06,37781,31212,General,U.S. House,NJ,,,Len,,Flynn,,,Ind
51603,2012-11-06,29214,21752,General,U.S. House,MD,,,John,,Sarbanes,,,Dem
51603,2014-11-04,29214,21752,General,U.S. House,MD,,,John,,Sarbanes,,,Dem
51603,2016-11-08,29214,21752,General,U.S. House,MD,,,John,,Sarbanes,,,Dem
51610,2012-11-06,7495,27025,General,U.S. House,MO,,,Robb,,Cunningham,,Cnningh,Lib
51610,2014-11-04,8311,27025,General,U.S. House,MO,,,Robb,,Cunningham,,Cnningh,Lib
51610,2016-11-08,8932,27025,General,U.S. House,MO,,,Robb,,Cunningham,,Cnningh,Lib
51614,2012-11-06,7517,26029,General,U.S. House,MO,,,Jacob,,Turk,,,GOP
51614,2014-11-04,8331,26029,General,U.S. House,MO,,,Jacob,,Turk,,,GOP
51614,2016-11-08,8949,26029,General,U.S. House,MO,,,Jacob,,Turk,,,GOP
51618,2014-11-04,8594,26025,General,U.S. House,MO,,,Steven,,Hedrick,,,Lib
51631,2012-11-06,25074,15997,General,U.S. House,IL,,,Tammy,,Duckworth,,Duckwrth,Dem
51631,2014-11-04,25756,15997,General,U.S. House,IL,,,Tammy,,Duckworth,,Duckwrth,Dem
51631,2016-11-08,27492,16413,General,U.S. Senate,IL,,,Tammy,,Duckworth,,Duckwrth,Dem
51652,2012-11-06,42414,35390,General,U.S. House,NC,,,Larry,,Kissell,,,Dem
51735,2012-11-06,55630,49607,General,U.S. Senate,WV,,,John,,Raese,,,GOP
51753,2012-11-06,11652,6615,General,U.S. House,CO,,,Scott,,Tipton,,,GOP
51753,2014-11-04,12149,6615,General,U.S. House,CO,,,Scott,,Tipton,,,GOP
51753,2016-11-08,12149,6615,General,U.S. House,CO,,,Scott,,Tipton,,,GOP
51865,2012-11-06,48521,43439,General,U.S. Senate,TN,,,Bob,,Corker,,,GOP
51872,2012-11-06,48754,43017,General,U.S. House,TN,,,Howard,,Switzer,,,Grn
51916,2012-11-06,74094,39241,General,U.S. Senate,NY,,,Kirsten,,Gillibrand,,Gillibrnd,Dem
51919,2012-11-06,74215,36604,General,U.S. House,NY,,,Daniel,,Maffei,,,Dem
51919,2014-11-04,77072,36604,General,U.S. House,NY,,,Daniel,,Maffei,,,Dem
51960,2012-11-06,34122,23818,General,U.S. House,MI,,,Leonard,,Schwartz,,,Lib
51960,2014-11-04,34985,23818,General,U.S. House,MI,,,Leonard,,Schwartz,,,Lib
51960,2016-11-08,35609,23808,General,U.S. House,MI,,,Leonard,,Schwartz,,,Lib
51973,2012-11-06,34112,23813,General,U.S. House,MI,,,Les,,Townsend,,Townsnd,UST
52,2012-11-06,18740,5710,General,U.S. House,CA,,,Sam,,Farr,,,Dem
52,2014-11-04,18740,5710,General,U.S. House,CA,,,Sam,,Farr,,,Dem
52021,2012-11-06,6029,2015,General,U.S. House,AK,,,Sharon,,Cissna,,,Dem
52096,2016-11-08,10564,8080,General,Governor,DE,,,Colin,,Bonini,,,GOP
52147,2012-11-06,18939,9145,General,U.S. Senate,CT,,,Chris,,Murphy,,,Dem
52161,2012-11-06,18948,7015,General,U.S. House,CT,,,Andrew,,Roraback,,Rorabck,GOP
523,2012-11-06,4357,1011,General,U.S. House,AL,,,Robert,,Aderholt,,,GOP
523,2014-11-04,4357,1011,General,U.S. House,AL,,,Robert,,Aderholt,,,GOP
523,2016-11-08,4357,1011,General,U.S. House,AL,,,Robert,,Aderholt,,,GOP
52332,2014-11-04,12221,6615,General,U.S. House,CO,,,Abel,,Tapia,,,Dem
52398,2014-11-04,12230,6618,General,U.S. House,CO,,,Andrew,,Romanoff,,Romanff,Dem
52441,2012-11-06,11649,6614,General,U.S. House,CO,,,Kevin,,Lundberg,,Lundbrg,GOP
52450,2012-11-06,18576,5717,General,U.S. House,CA,,,Judy,,Chu,,,Dem
52450,2014-11-04,18576,5717,General,U.S. House,CA,,,Judy,,Chu,,,Dem
52450,2016-11-08,18576,5717,General,U.S. House,CA,,,Judy,,Chu,,,Dem
52455,2012-11-06,18723,5739,General,U.S. House,CA,,,Alan,,Lowenthal,,Lowenthl,Dem
52455,2014-11-04,18723,5739,General,U.S. House,CA,,,Alan,,Lowenthal,,Lowenthl,Dem
52455,2016-11-08,18723,5739,General,U.S. House,CA,,,Alan,,Lowenthal,,Lowenthl,Dem
52470,2016-11-08,20657,5736,General,U.S. House,CA,,,Lou,,Correa,,,Dem
52471,2012-11-06,18712,5735,General,U.S. House,CA,,,John,,Campbell,,Campbll,GOP
52480,2012-11-06,18781,5743,General,U.S. House,CA,,,Juan,,Vargas,,,Dem
52480,2014-11-04,18781,5743,General,U.S. House,CA,,,Juan,,Vargas,,,Dem
52480,2016-11-08,18781,5743,General,U.S. House,CA,,,Juan,,Vargas,,,Dem
52489,2012-11-06,18684,5704,General,U.S. House,CA,,,Jackie,,Speier,,,Dem
52489,2014-11-04,18684,5704,General,U.S. House,CA,,,Jackie,,Speier,,,Dem
52489,2016-11-08,18684,5704,General,U.S. House,CA,,,Jackie,,Speier,,,Dem
52493,2012-11-06,18884,8514,General,U.S. House,CA,,,Jeff,,Denham,,,GOP
52493,2014-11-04,18884,8514,General,U.S. House,CA,,,Jeff,,Denham,,,GOP
52493,2016-11-08,18884,8514,General,U.S. House,CA,,,Jeff,,Denham,,,GOP
52499,2012-11-06,18440,5694,General,U.S. House,CA,,,Tom,,McClintock,,McClntc,GOP
52499,2014-11-04,18440,5694,General,U.S. House,CA,,,Tom,,McClintock,,McClntc,GOP
52499,2016-11-08,18440,5694,General,U.S. House,CA,,,Tom,,McClintock,,McClntc,GOP
52500,2016-11-08,20628,5719,General,U.S. House,CA,,,Richard,,Alarcon,,,Dem
52531,2012-11-06,19231,6478,General,U.S. House,CA,,,Doug,,La Malfa,,LaMalfa,GOP
52531,2014-11-04,19231,6478,General,U.S. House,CA,,,Doug,,La Malfa,,LaMalfa,GOP
52531,2016-11-08,19231,6478,General,U.S. House,CA,,,Doug,,La Malfa,,LaMalfa,GOP
52561,2012-11-06,18548,5713,General,U.S. House,CA,,,Kevin,,McCarthy,,McCrthy,GOP
52561,2014-11-04,18548,5713,General,U.S. House,CA,,,Kevin,,McCarthy,,McCrthy,GOP
52561,2016-11-08,18548,5713,General,U.S. House,CA,,,Kevin,,McCarthy,,McCrthy,GOP
52562,2012-11-06,18553,5714,General,U.S. House,CA,,,Abel,,Maldonado,,Maldond,GOP
52566,2012-11-06,18687,5716,General,U.S. House,CA,,,Tony,,Strickland,,Stricklnd,GOP
52566,2014-11-04,19821,5715,General,U.S. House,CA,,,Tony,,Strickland,,Stricklnd,GOP
526,2012-11-06,4368,1377,General,U.S. House,AL,,,Spencer,,Bachus,,,GOP
52611,2016-11-08,9689,3012,General,U.S. House,AZ,,,Andy,,Biggs,,,GOP
52685,2012-11-06,11894,5107,General,U.S. House,AR,,,Gene,,Jeffress,,,Dem
52697,2016-11-08,9535,3004,General,U.S. House,AZ,,,Tom,,O'Halleran,,O'Hallrn,Dem
52731,2016-11-08,35616,23812,General,U.S. House,MI,,,Jeff,,Wood,,,Lib
5277,2012-11-06,8792,3004,General,U.S. House,AZ,,,Jonathan,,Paton,,,GOP
52813,2014-11-04,4519,1005,General,U.S. House,AL,,,Bradley,,Byrne,,,GOP
52813,2016-11-08,4519,1005,General,U.S. House,AL,,,Bradley,,Byrne,,,GOP
52867,2014-11-04,4433,1019,General,Governor,AL,,,Robert,,Bentley,,,GOP
52889,2014-11-04,58725,45885,General,U.S. House,TX,,,Eddie,,Zamora,,,GOP
52935,2012-11-06,54371,51732,General,U.S. Senate,WY,,,John,,Barrasso,,,GOP
52981,2012-11-06,18747,10029,General,U.S. House,FL,,,Gus,,Bilirakis,,,GOP
52981,2014-11-04,18747,10029,General,U.S. House,FL,,,Gus,,Bilirakis,,,GOP
52981,2016-11-08,18747,10029,General,U.S. House,FL,,,Gus,,Bilirakis,,,GOP
52996,2012-11-06,18756,10035,General,U.S. House,FL,,,Dennis,,Ross,,,GOP
52996,2014-11-04,18756,10035,General,U.S. House,FL,,,Dennis,,Ross,,,GOP
52996,2016-11-08,18756,10035,General,U.S. House,FL,,,Dennis,,Ross,,,GOP
53016,2014-11-04,19711,10041,General,U.S. House,FL,,,Carl,,Domino,,,GOP
53020,2012-11-06,18776,10396,General,U.S. House,FL,,,Adam,,Hasner,,,GOP
53044,2016-11-08,19377,11160,General,U.S. Senate,FL,,,Marco,,Rubio,,,GOP
53045,2012-11-06,18788,11586,General,U.S. House,FL,,,David,,Rivera,,,GOP
53059,2012-11-06,18711,10009,General,U.S. House,FL,,,Al,,Lawson,,,Dem
53059,2016-11-08,20679,10015,General,U.S. House,FL,,,Al,,Lawson,,,Dem
53062,2012-11-06,18743,10025,General,U.S. House,FL,,,Daniel,,Webster,,,GOP
53062,2014-11-04,18743,10025,General,U.S. House,FL,,,Daniel,,Webster,,,GOP
53062,2016-11-08,20720,10027,General,U.S. House,FL,,,Daniel,,Webster,,,GOP
53077,2012-11-06,18736,10021,General,U.S. House,FL,,,Bill,,Posey,,,GOP
53077,2014-11-04,18736,10021,General,U.S. House,FL,,,Bill,,Posey,,,GOP
53077,2016-11-08,18736,10021,General,U.S. House,FL,,,Bill,,Posey,,,GOP
53086,2012-11-06,18786,11128,General,U.S. House,FL,,,Frederica,,Wilson,,,Dem
53086,2014-11-04,18786,11128,General,U.S. House,FL,,,Frederica,,Wilson,,,Dem
53086,2016-11-08,18786,11128,General,U.S. House,FL,,,Frederica,,Wilson,,,Dem
53104,2012-11-06,19022,12463,General,U.S. House,GA,,,Tom,,Graves,,,GOP
53104,2014-11-04,19891,12463,General,U.S. House,GA,,,Tom,,Graves,,,GOP
53104,2016-11-08,19891,12463,General,U.S. House,GA,,,Tom,,Graves,,,GOP
53207,2014-11-04,51373,47001,General,U.S. House,VA,,,Gail,,Parker,,,IGr
53213,2012-11-06,18757,10037,General,U.S. House,FL,,,Vern,,Buchanan,,Buchann,GOP
53213,2014-11-04,18757,10037,General,U.S. House,FL,,,Vern,,Buchanan,,Buchann,GOP
53213,2016-11-08,18757,10037,General,U.S. House,FL,,,Vern,,Buchanan,,Buchann,GOP
53354,2014-11-04,18740,12211,General,U.S. Senate,HI,,,Brian,,Schatz,,,Dem
53354,2016-11-08,18740,12211,General,U.S. Senate,HI,,,Brian,,Schatz,,,Dem
53363,2014-11-04,18439,12881,General,U.S. House,HI,,,Mark,,Takai,,,Dem
53396,2014-11-04,18441,12480,General,Governor,HI,,,David,,Ige,,,Dem
53401,2012-11-06,17799,12881,General,U.S. House,HI,,,Colleen,,Hanabusa,,Hanabus,Dem
53401,2016-11-08,18886,12881,General,U.S. House,HI,,,Colleen,,Hanabusa,,Hanabus,Dem
53401,2016-11-08,19170,12979,Special General,U.S. House,HI,,,Colleen,,Hanabusa,,Hanabus,Dem
53433,2014-11-04,22090,17071,General,U.S. House,IA,,,Pat,,Murphy,,,Dem
535,2012-11-06,21621,17073,General,U.S. House,IA,,,Leonard,,Boswell,,,Dem
53523,2014-11-04,12373,6619,General,Governor,CO,,,Paul,,Fiorino,,,Una
53523,2016-11-08,12848,7190,General,U.S. Senate,CO,,,Paul,,Fiorino,,,Una
53537,2014-11-04,22086,17076,General,Governor,IA,,,Jack,,Hatch,,,Dem
53539,2012-11-06,43357,30015,General,U.S. House,NH,,,Carol,,Shea-Porter,,ShPrtr,Dem
53539,2014-11-04,43357,30015,General,U.S. House,NH,,,Carol,,Shea-Porter,,ShPrtr,Dem
53539,2016-11-08,43357,30015,General,U.S. House,NH,,,Carol,,Shea-Porter,,ShPrtr,Dem
53566,2014-11-04,18208,13253,General,U.S. House,ID,,,Shirley,,Ringo,,,Dem
53697,2014-11-04,26122,16310,General,U.S. House,IL,,,Robin,,Kelly,,,Dem
53697,2016-11-08,26122,16310,General,U.S. House,IL,,,Robin,,Kelly,,,Dem
537,2012-11-06,21622,17073,General,U.S. House,IA,,,Tom,,Latham,,,GOP
53754,2012-11-06,25087,16003,General,U.S. House,IL,,,Randy,,Hultgren,,,GOP
53754,2014-11-04,25781,16003,General,U.S. House,IL,,,Randy,,Hultgren,,,GOP
53754,2016-11-08,25781,16003,General,U.S. House,IL,,,Randy,,Hultgren,,,GOP
5382,2012-11-06,8815,3924,General,U.S. House,AZ,,,Gene,,Scharer,,,Dem
53825,2012-11-06,25071,15995,General,U.S. House,IL,,,Peter,,Roskam,,,GOP
53825,2014-11-04,25753,15995,General,U.S. House,IL,,,Peter,,Roskam,,,GOP
53825,2016-11-08,25753,15995,General,U.S. House,IL,,,Peter,,Roskam,,,GOP
53873,2012-11-06,20514,15026,General,U.S. House,IN,,,Scott,,Reske,,,Dem
53887,2012-11-06,20358,15020,General,U.S. House,IN,,,Marlin,,Stutzman,,Stutzmn,GOP
53887,2014-11-04,20358,15020,General,U.S. House,IN,,,Marlin,,Stutzman,,Stutzmn,GOP
53892,2012-11-06,20532,15029,General,U.S. House,IN,,,Luke,,Messer,,,GOP
53892,2014-11-04,20532,15029,General,U.S. House,IN,,,Luke,,Messer,,,GOP
53892,2016-11-08,20532,15029,General,U.S. House,IN,,,Luke,,Messer,,,GOP
53898,2012-11-06,20548,15035,General,U.S. House,IN,,,Dave,,Crooks,,,Dem
539,2012-11-06,21624,17074,General,U.S. House,IA,,,Steve,,King,,,GOP
539,2014-11-04,21624,17074,General,U.S. House,IA,,,Steve,,King,,,GOP
539,2016-11-08,21624,17074,General,U.S. House,IA,,,Steve,,King,,,GOP
5397,2012-11-06,8809,3544,General,U.S. House,AZ,,,David,,Schweikert,,Schwekrt,GOP
5397,2014-11-04,8809,3544,General,U.S. House,AZ,,,David,,Schweikert,,Schwekrt,GOP
5397,2016-11-08,8809,3544,General,U.S. House,AZ,,,David,,Schweikert,,Schwekrt,GOP
53980,2012-11-06,49857,39023,General,U.S. House,PA,,,John,,Murphy,,,Ind
540,2014-11-04,33970,27004,General,U.S. House,MT,,,Mike,,Fellows,,,Lib
54005,2012-11-06,5667,17009,General,U.S. House,KS,,,Kevin,,Yoder,,,GOP
54005,2014-11-04,5667,17009,General,U.S. House,KS,,,Kevin,,Yoder,,,GOP
54005,2016-11-08,5667,17009,General,U.S. House,KS,,,Kevin,,Yoder,,,GOP
54031,2014-11-04,5894,17559,General,Governor,KS,,,Paul,,Davis,,,Dem
54149,2012-11-06,5664,17007,General,U.S. House,KS,,,Tim,,Huelskamp,,Hulskmp,GOP
54149,2014-11-04,5664,17007,General,U.S. House,KS,,,Tim,,Huelskamp,,Hulskmp,GOP
5418,2012-11-06,8819,4173,General,U.S. House,AZ,,,Kyrsten,,Sinema,,,Dem
5418,2014-11-04,8819,4173,General,U.S. House,AZ,,,Kyrsten,,Sinema,,,Dem
5418,2016-11-08,8819,4173,General,U.S. House,AZ,,,Kyrsten,,Sinema,,,Dem
54203,2016-11-08,5450,18622,General,U.S. House,KY,,,James,,Comer,,,GOP
54203,2016-11-08,5626,18848,Special General,U.S. House,KY,,,James,,Comer,,,GOP
54282,2012-11-06,4585,18624,General,U.S. House,KY,,,Brett,,Guthrie,,,GOP
54282,2014-11-04,4585,18624,General,U.S. House,KY,,,Brett,,Guthrie,,,GOP
54282,2016-11-08,4585,18624,General,U.S. House,KY,,,Brett,,Guthrie,,,GOP
54323,2016-11-08,24406,20050,General,U.S. House,LA,,,Brett,,Geymann,,Geymnn,GOP
54336,2016-11-08,24387,19932,General,U.S. Senate,LA,,,Troy,,Hebert,,,NPA
54369,2012-11-06,23565,20048,General,U.S. House,LA,,,Steve,,Scalise,,,GOP
54369,2014-11-04,23565,20048,General,U.S. House,LA,,,Steve,,Scalise,,,GOP
54369,2016-11-08,23565,20048,General,U.S. House,LA,,,Steve,,Scalise,,,GOP
54388,2012-11-06,23567,20239,General,U.S. House,LA,,,Cedric,,Richmond,,Richmnd,Dem
54388,2014-11-04,23854,20049,General,U.S. House,LA,,,Cedric,,Richmond,,Richmnd,Dem
54388,2016-11-08,23854,20049,General,U.S. House,LA,,,Cedric,,Richmond,,Richmnd,Dem
545,2012-11-06,37766,31545,General,U.S. Senate,NJ,,,Gregory,,Pason,,,Ind
54608,2012-11-06,32108,22952,General,U.S. House,MA,,,Richard,,Tisei,,,GOP
54608,2014-11-04,32627,22952,General,U.S. House,MA,,,Richard,,Tisei,,,GOP
54651,2016-11-08,30350,21749,General,U.S. House,MD,,,Pat,,McDonough,,McDngh,GOP
54705,2014-11-04,29652,22091,General,Governor,MD,,,Anthony,,Brown,,,Dem
54705,2016-11-08,30362,21754,General,U.S. House,MD,,,Anthony,,Brown,,,Dem
54714,2012-11-06,29284,21757,General,U.S. House,MD,,,Tony,,O'Donnell,,ODonnll,GOP
54804,2012-11-06,29271,21749,General,U.S. House,MD,,,Nancy,,Jacobs,,,GOP
54823,2012-11-06,28162,20644,General,U.S. House,ME,,,Jonathan,,Courtney,,,GOP
55044,2016-11-08,35228,23814,General,U.S. House,MI,,,Frank,,Accavitti,,Accavitt,Dem
55065,2016-11-08,35614,23810,General,U.S. House,MI,,,Lorence,,Wenke,,,Lib
55092,2012-11-06,33724,23806,General,U.S. House,MI,,,Bill,,Huizenga,,,GOP
55092,2014-11-04,33724,23806,General,U.S. House,MI,,,Bill,,Huizenga,,,GOP
55092,2016-11-08,33724,23806,General,U.S. House,MI,,,Bill,,Huizenga,,,GOP
55100,2014-11-04,34488,23808,General,U.S. House,MI,,,John,,Moolenaar,,Moolenr,GOP
55100,2016-11-08,34488,23808,General,U.S. House,MI,,,John,,Moolenaar,,Moolenr,GOP
55131,2014-11-04,34478,24074,General,Governor,MI,,,Mark,,Schauer,,,Dem
55172,2014-11-04,32358,24025,General,U.S. House,MN,,,Torrey,,Westrom,,,GOP
55233,2012-11-06,31095,24013,General,U.S. House,MN,,,Erik,,Paulsen,,,GOP
55233,2014-11-04,31095,24013,General,U.S. House,MN,,,Erik,,Paulsen,,,GOP
55233,2016-11-08,31095,24013,General,U.S. House,MN,,,Erik,,Paulsen,,,GOP
55265,2012-11-06,31097,24019,General,U.S. House,MN,,,Keith,,Ellison,,,Dem
55265,2014-11-04,31097,24019,General,U.S. House,MN,,,Keith,,Ellison,,,Dem
55265,2016-11-08,31097,24019,General,U.S. House,MN,,,Keith,,Ellison,,,Dem
55336,2012-11-06,31098,24022,General,U.S. House,MN,,,Michele,,Bachmann,,Bchmnn,GOP
55466,2012-11-06,7507,26025,General,U.S. House,MO,,,Blaine,,Luetkemeyer,,Lutkmyr,GOP
55466,2014-11-04,7507,26025,General,U.S. House,MO,,,Blaine,,Luetkemeyer,,Lutkmyr,GOP
55466,2016-11-08,7507,26025,General,U.S. House,MO,,,Blaine,,Luetkemeyer,,Lutkmyr,GOP
556,2012-11-06,37664,31211,General,U.S. House,NJ,,,Scott,,Garrett,,,GOP
556,2014-11-04,38227,31211,General,U.S. House,NJ,,,Scott,,Garrett,,,GOP
556,2016-11-08,38227,31211,General,U.S. House,NJ,,,Scott,,Garrett,,,GOP
55675,2012-11-06,31070,26486,General,U.S. House,MS,,,Alan,,Nunnelee,,,GOP
55675,2014-11-04,31070,26486,General,U.S. House,MS,,,Alan,,Nunnelee,,,GOP
55732,2012-11-06,33330,27004,General,U.S. House,MT,,,Kim,,Gillan,,,Dem
55801,2016-11-08,40687,35541,General,U.S. Senate,ND,,,James,,Germalic,,,Ind
55866,2012-11-06,33319,28089,General,U.S. Senate,MT,,,Jon,,Tester,,,Dem
55909,2016-11-08,43785,35384,General,U.S. Senate,NC,,,Deborah,,Ross,,,Dem
55929,2014-11-04,42905,35419,General,U.S. House,NC,,,Alma,,Adams,,,Dem
55929,2014-11-04,43160,36054,Special General,U.S. House,NC,,,Alma,,Adams,,,Dem
55929,2016-11-08,42905,35419,General,U.S. House,NC,,,Alma,,Adams,,,Dem
56017,2014-11-04,42433,35984,General,U.S. Senate,NC,,,Kay,,Hagan,,,Dem
56030,2012-11-06,41962,34975,General,U.S. House,NC,,,Robert,,Pittenger,,Pittengr,GOP
56030,2014-11-04,41962,34975,General,U.S. House,NC,,,Robert,,Pittenger,,Pittengr,GOP
